0;S;1,4,5,6,7,8,11,12,13,16,3,17,18,20,21,23,24,25,26,15,33,35,36,14,40,34,41,42,43,44,45,38,46,47,48,2,50,51,52,53,54,19,58,60,61,30,62,55,64,57,65,67,27,75,72,83,84,66,32,77,85,56,86,87,70,71,59,90,92,73,93,10,94
1;S;0,2,53,29,68,72,17,38,77,34,41,66,56,44,90,13,87,58
2;I;0,1,3,50,72,75,14,67,79,41,69,53,56,85
3;S;0,2,4,52,48,76,38,55,62,24
4;S;0,3,47,59,91,11,78
5;S;0,88
6;S;0,7
7;S;0,6,34
8;S;0,9,70
9;S;8,10,14,48
10;S;0,9,11,63
11;S;0,4,10,29,30,37,69,70,34,60,73,76,32,33,84,87,67
12;S;0,51,55,83,84
13;S;0,1,14,66
14;S;0,2,9,13,15,39,67,72,66,83,48,74,55
15;S;0,14,16,30,31,19,41,40,33,52,39,38,53
16;S;0,15,30,32,72,87,17
17;S;0,1,16,19,20,31,32,55,63,34,45,41,30,40,70
18;S;0,19,32
19;S;0,15,17,18,21,22
20;S;0,17,48,47
21;S;0,19,49
22;S;19,23,36,81,63,34
23;S;0,22
24;S;0,3,26,27,73
25;S;0,27,90
26;S;0,24
27;S;0,24,25,28,45,56,58,82,85
28;S;27,29
29;S;1,11,28,40,30
30;S;0,11,15,16,17,29
31;S;15,17,82,84
32;S;0,11,16,17,18,62
33;S;0,11,15,34,53,67
34;S;0,1,7,11,17,22,33,35,36,40,55,53,70,37,80,66,82,86,71,74
35;S;0,34
36;S;0,22,34,42,43,61,52,73,44,63,69,38
37;I;11,34,38,41
38;S;0,1,3,15,36,37,39,46
39;S;14,15,38,74,49,53
40;S;0,15,17,29,34,60,43
41;S;0,1,2,15,17,37,79,66,90,59
42;S;0,36,51
43;S;0,36,40,81
44;S;0,1,36,45
45;S;0,17,27,44,53,57,63,75,77,78,67
46;S;0,38,51
47;S;0,4,20,53
48;S;0,3,9,14,20,49,90
49;S;21,39,48,58
50;S;0,2
51;S;0,12,42,46,74
52;S;0,3,15,36
53;S;0,1,2,15,33,34,39,45,47,70
54;S;0,55
55;S;0,3,12,14,17,34,54,66,71,80
56;S;0,1,2,27,57,69
57;S;0,45,56
58;S;0,1,27,49
59;S;0,4,41,60
60;S;0,11,40,59
61;S;0,36
62;S;0,3,32
63;S;10,17,22,36,45,89
64;S;0,78,70
65;S;0,66,71
66;S;0,1,13,14,34,41,55,65
67;S;0,2,11,14,33,45
68;S;1,69
69;S;2,11,36,56,68
70;S;0,8,11,17,34,53,64,75,93,94
71;S;0,34,55,65
72;S;0,1,2,14,16,91,90
73;S;0,11,24,36
74;S;14,34,39,51
75;S;0,2,45,70
76;I;3,11
77;S;0,1,45
78;S;4,45,64
79;S;2,41
80;S;34,55
81;S;22,43
82;S;27,31,34
83;I;0,12,14
84;S;0,11,12,31
85;S;0,2,27
86;S;0,34
87;S;0,1,11,16
88;S;5,89
89;S;63,88
90;S;0,1,25,41,48,72
91;S;4,72
92;S;0
93;S;0,70
94;S;0,70
